id,url,title,price_km,location,address,size_m2,rooms,floor,bathrooms,balcony_size_m2,year_built,condition,property_type,furnished,heating_type,floor_type,orientation,listing_type,has_balcony,has_garage,has_parking,has_elevator,has_storage,has_basement_attic,is_registered,has_armored_door,has_video_surveillance,has_alarm,has_internet,has_cable_tv,has_phone_line,has_ac,has_gas,has_water,has_electricity,has_sewage,pets_allowed,is_for_students,utility_costs_included,agent_license,agency_contract_num,description
29394232,https://olx.ba/artikal/29394232,Prodajem stan u Fojnici Aquareumal,108000.0,Fojnica,,45.0,2.0,2.0,,,,Dobro stanje,Stan,Polunamješten,Struja,,,Prodaja,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,,,"Prodajem se stan u naselju AquaReumal, površine 45 m2. Južna orijentacija. Stan se sastoji od jedne spavaće sobe, dnevnog boravka, potpuno opremljene kuhinnje sa trpezarijom, kupatila i balkona.<br><br><br>Vlasništvo 1/1, uknjiženo. <br>Za sve dodatne informacije nazovite 066/470-411<br><br>Postoji mogucnost kupovine i zatvorene garaze u sklopu istog objekta, povrsine 18m2.<br>"
34162945,https://olx.ba/artikal/34162945,Prodaje se stan u Neumu,205000.0,Neum,Zagrebačka Tiha luka Neum,43.5,1.5,0.0,,,,Renoviran,Stan,Namješten,Struja,,,Prodaja,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,False,,,"Stan se sastoji iz 3 sobe kuhinja kupatilo i tarasa od aluminiske stolarije zatvorena sa kliznim mehanizmom, nova kuhinja, stan udaljen od mora 200 m, sa tarase se vidi more,TELEFON. 062272419, VIBER.004552699217. Cjena stana je 205000 km. Ima klima             prodajna cjena stana je 200000 km,<br>"
36330509,https://olx.ba/artikal/36330509,Stan/ Stari Grad/ Štrosmajerova/,850000.0,Sarajevo - Stari Grad,Štrosmajerova,173.0,5.0,3.0,,,Prije 1950,Dobro stanje,Stan,Namješten,Centralno (Plin),Parket,Istok,Prodaja,False,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,,,"<p><strong>NEKRETNINE IMAMOVIĆ  prodaje stan koji se nalazi na području općine Stari Grad, ulica Štrosmajerova. </strong></p><p><br></p><p>Stan je ukupne površine 237 m2, sastoji se od sprata površine 173,12 m2 te tavanskog prostora 64,08 m2.</p><p><br></p><p>Stan se nalazi na trećem spratu u zgradi Austrougarske gradnje i sastoji se od šest soba, tri kuhinje, dva kupatila, wc-a, hodnika iz kojeg se izlazi na potkrovlje koje se sastoji od četiri prostorije. </p><p><br></p><p>Stan je trostrano orijentisan, sa pogledom na Katedralu "" Srca Isusova"" te ulicu Ferhadija. Stan je adaptiran 2010. godine. Zamjenjena je stolarija unutrašnja i vanjska, parket, pločice, elektro i vodovodne instalacije...</p><p><br></p><p>U toku je sanacija ulice Štrosmajerova u koju su uložena znatna sredstva i važi za jednu od najljepših ulica u Sarajevu.</p><p><br></p><p>Napomena: postoji mogućnost kupovine dodatnih 131.45 m2 stana ( u toku legalizacija) koji se nalazi pored gore ponuđenog stana i tako bi ukupna površina iznosila 368,65 m2.</p><p><br></p><p>Više informacija te obilazak stana možete dogovoriti pozivom na broj:</p><p><strong><span>+38761858388 (viber, WhatsApp)</span></strong></p>"
39870090,https://olx.ba/artikal/39870090,MY SPACE/ Penthouse sa garazom / Vogosca/ 103 m2,350000.0,Vogošća,24. Juna,103.0,4.0,5.0,,,,Novogradnja,Stan,Polunamješten,Plin,Parket,,Prodaja,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,,,"<p><strong>""MY SPACE"" Nekretnine prodaju PENTHOUSE u Sarajevu, općina Vogošća u ulici 24. Juna.</strong></p><p>Stan je površine 103 m2 i nalazi se na V spratu stambene zgrade sa liftom. Po strukturi je četverosoban.</p><p>Sastoji se iz hodnika, dnevnog boravka sa izlazom na veliki balkon ( 15 m2), trpezarije takodjer sa izlazom na balkon, kuhinje, spavaće sobe i wc-a, degažmana iz kog se ide u dvije spvaće sobe od kojih jedna ima izlaz na balkon (10 m2) i kupatila. Vanjska stolarija je PVC, unutrašnja je drvena. Pod je parket i keramika. Grijanje je plinsko, posjeduje i klimu. Ulazna vrata su blindirana. Stan je direktno liftom povezan sa garažom u kojoj posjeduje sopstveno parking mjesto i veliku ostavu. Stan je trostrano orijentisan i nalazi se na jako lijepoj i mirnoj lokaciji.</p><p><br></p><p>Više informacija možete dobiti na linku: <a href="""">https://www.nekretnine-myspace.com/nekretnine/namjesten-penthouse-vogosca-103-m2-12041/</a> </p><p><br></p><p>Cijena stana je <strong>350.000 KM.</strong></p><p><br></p><p><strong>Sve informacije možete dobiti na slijedeće brojeve telefona:</strong></p><p><strong>+387 66 998 943</strong></p><p><strong>+387 62 772 006</strong></p><p><strong>+387 66 499 822</strong></p><p><a href=""""><strong>http://www.nekretnine-myspace.com</strong></a></p><p><strong>MY SPACE Nekretnine</strong></p><p><strong>Mis Irbina br. 22</strong></p><p><strong>71000 Sarajevo</strong></p><p> </p>"
40798690,https://olx.ba/artikal/40798690,LUX APARTMANI - PETROVAC - NA PLAŽI - 111 M2,1150000.0,,,111.0,5.0,-3.0,,,2020+,Renoviran,Apartman,Polunamješten,Struja,,,Prodaja,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,,,"<p>U potrazi za dobrim investiranjem u nekretninu koja će Vam omogućiti spoj odmora i pametnog ulaganja, RE/MAX Vas ovaj put vodi u Crnu Goru, u Petrovac i na prodaju nudi prestižne apartmane hotela CRYSTAL, kategorisanog za 5 zvjezdica. Hotel Crystal se nalazi na samoj petrovačkoj plaži. U svom sastavu ima 23 luksuzno građena i isto tako i opremljena apartmana, sa svim potrebnim propratnim sadržajima.</p>
<p>Spratnost objekta je Po+Su+P+/+Pe a na raspolaganju su apartmani veličine od 44 do 14 m2. Apartmani ove strukture su površine 109-114 m2 i raspoloziv je po jedan na svakoj od etaža, ukupno 7 ovakvih apartmana. Takođe, svi apartmani imaju pogled na more.</p>
<p>Apartmani se nalaze u najeksluzivnijoj zoni Petrovca, u neposrednoj blizini plaže. Petrovac je, inače, već duži niz godina gradić u Opštini Budva koji ima najveće prosječne cijene stanova, apartmana i eksluzivnih vila. Takođe, u Petrovcu se nalazi nekoliko hotela visoke kategorije, koji predstavljaju kičmu budvanskog turizma.</p>
<p>Inače se objekti ove vrste računaju kao najbolja opcija za klijente koji žele apartman za sebe i svoju porodicu, ali i kao sigurna i veoma isplativa investicija.</p>
<p>Kupovinom apartmana dobijate i sljedeće sadržaje hotela: otvoreni i zatvoreni bazene, fitnes, teretana, sala za masažu, wellnes, pristup hotelskoj plaži, medical centar, beaty centar, sale za sastanke, seminare i skupove, proslave i slično kao i parkovske površine oko hotela.</p>
<p>Hotel je izgrađen kao kombinacija modernog i mediteranskog stila najviše kategorije i samim tim spada u red objekata koji po luksuzu i kvalitetu ne zaostaju za sličnim eksluzivnim objektima u Crnoj Gori.</p>
<p>Predmetne apartmane je nakon kupovine moguće rentirati, to jest dati u zakup kod hotelijera, (hotelskog operatora koji će upravljati hotelom Rivijera-Crystal) po uslovima koji bi bili predmet ugovora. Zbog partnerstva trenutnog vlasnika sa hotel-operatorom koje je dogovoreno na duži period, budući vlasnici apartmana će imati izuzetno povoljne i povlašćene uslove prilikom rentanja svojih apartmana.</p>
<p>Po tom osnovu vlasnici apartmana mogu prihodovati značajna sredstva, budući da bi se okvirno, poslije stabilizacije epidemioloških prilika, moglo doći do broja od 150 do 200 dana izjajmljivanja. Prosječne cijene po danu ovih apartmana u objektu su za sezonu 2021 predviđene u rasponu od 346,26 EUR do 395,51 EUR, što nakon odbijanja troškova hotelskog upravljanja dovodi do veoma visoke stope povrata investicije, koja može biti i značajno ispod 10 godina.</p>
<p>Vlasništvo je uredno, bez tereta.</p>
<p>Kontakt telefon +387 65 048 264.</p>"
40799264,https://olx.ba/artikal/40799264,LUX APARTMANI - PETROVAC - NA PLAŽI - 44 M2,349000.0,,,44.0,2.0,-3.0,,,2020+,Novogradnja,Apartman,Polunamješten,Struja,,,Prodaja,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,,,"<p>U potrazi za dobrim investiranjem u nekretninu koja će Vam omogućiti spoj odmora i pametnog ulaganja, RE/MAX Vas ovaj put vodi u Crnu Goru, u Petrovac i na prodaju nudi prestižne apartmane hotela CRYSTAL, kategorisanog za 5 zvjezdica. Hotel Crystal se nalazi na samoj petrovačkoj plaži. U svom sastavu ima 23 luksuzno građena i isto tako i opremljena apartmana, sa svim potrebnim propratnim sadržajima.</p>
<p>Spratnost objekta je Po+Su+P+/+Pe a na raspolaganju su apartmani veličine od 44 do 114 m2. Apartmani ove strukture su površine 44-46 m2 i raspoloživa su po dva na svakoj od etaža, ukupno 14 ovakvih apartmana. Takođe, svi apartmani imaju pogled na more.</p>
<p>Apartmani se nalaze u najeksluzivnijoj zoni Petrovca, u neposrednoj blizini plaže. Petrovac je, inače, već duži niz godina gradić u Opštini Budva koji ima najveće prosječne cijene stanova, apartmana i eksluzivnih vila. Takođe, u Petrovcu se nalazi nekoliko hotela visoke kategorije, koji predstavljaju kičmu budvanskog turizma.</p>
<p>Inače se objekti ove vrste računaju kao najbolja opcija za klijente koji žele apartman za sebe i svoju porodicu, ali i kao sigurna i veoma isplativa investicija.</p>
<p>Kupovinom apartmana dobijate i sljedeće sadržaje hotela: otvoreni i zatvoreni bazene, fitnes, teretana, sala za masažu, wellnes, pristup hotelskoj plaži, medical centar, beaty centar, sale za sastanke, seminare i skupove, proslave i slično kao i parkovske površine oko hotela.</p>
<p>Hotel je izgrađen kao kombinacija modernog i mediteranskog stila najviše kategorije i samim tim spada u red objekata koji po luksuzu i kvalitetu ne zaostaju za sličnim eksluzivnim objektima u Crnoj Gori.</p>
<p>Predmetne apartmane je nakon kupovine moguće rentirati, to jest dati u zakup kod hotelijera, (hotelskog operatora koji će upravljati hotelom Rivijera-Crystal) po uslovima koji bi bili predmet ugovora. Zbog partnerstva trenutnog vlasnika sa hotel-operatorom koje je dogovoreno na duži period, budući vlasnici apartmana će imati izuzetno povoljne i povlašćene uslove prilikom rentanja svojih apartmana.</p>
<p>Po tom osnovu vlasnici apartmana mogu prihodovati značajna sredstva, budući da bi se okvirno, poslije stabilizacije epidemioloških prilika, moglo doći do broja od 150 do 200 dana izjajmljivanja. Prosječne cijene po danu ovih apartmana u objektu su za sezonu 2021 predviđene u rasponu od 159,50 EUR do 3182,38 EUR, što nakon odbijanja troškova hotelskog upravljanja dovodi do veoma visoke stope povrata investicije, koja može biti i značajno ispod 10 godina.</p>
<p>Vlasništvo je uredno, bez tereta.</p>
<p>Kontakt telefon +387 65 048 264.</p>"
43518159,https://olx.ba/artikal/43518159,"Stan 42 m2, Lazarevo, kod Binga",115500.0,Banja Luka,,55.0,3.0,5.0,1,,2020+,Novogradnja,Stan,Nenamješten,Centralno (gradsko),Parket,,Prodaja,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,,,"<p>Na prodaju stan površine 42 m2, u samom početku izgradnje, u ulici Branka Popovića, Lazarevo, kod Binga.</p><p><br></p><p><br></p><p>■ CIJENA STANA: 2750 KM/m2 (za isplatu 90% iznosa u roku od 30 dana)</p><p>■ USELJENJE: decembar, 2026. godine</p><p><br></p><p><br></p><p>■ struktura stana obuhvata: dnevni boravak sa trpezarijom, kuhinju, spavacu sobu, hodnik, kupatilo i lodju</p><p><br></p><p>■ stan je jednostrano orijentisan, nalazi se na 3. spratu</p><p><br></p><p>■ grijanje će se odvijati putem sopstvene kotlovnice.</p><p><br></p><p>■ mogućnost kupovine vanjskog (7000 KM) i unutrasnjeg (1200 KM/m2) parking mjesta kao i ostave (1000 KM/m2).</p><p><br></p><p><br></p><p>Sve dodatne info na brojeve telefona:</p><p>066025550</p><p>065702559</p>"
43950451,https://olx.ba/artikal/43950451,Sarajevo Vraca - Petosoban Nov Luksuzan-Prodaja,684200.0,Sarajevo - Novo Sarajevo,,144.0,5.0,0.0,,,2020+,Renoviran,Stan,Nenamješten,Centralno (Plin),Parket,Sjeveroistok,Prodaja,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,Neira Babić 01-01.1-176/22,3/2022,"<h2><a href=""https://www.fmt.gov.ba/registri/#/view-registry/2/55"">Sarajevo Real Estate Neira Babić je ovlašteni posrednik upisan u Registar posrednika u prometu nekretninama - 05-04-32-UT</a></h2><h2>Ovlašteni agent: Neira Babić</h2><h1><br></h1><h2>Želite saznati više o ovoj ili drugim nekretninama iz naše ponude, posjetite <a href=""https://www.sarajevo-realestate.com/"">www.sarajevo-realestate.com</a></h2><h1><br></h1><h1><a href=""https://sarajevo-realestate.com/properties/details/iNmQ8EFL5BAbCyMrs"">Sarajevo Vraca - Petosoban Nov Luksuzan-Prodaja</a></h1><p><br></p><h3>Kratki opis </h3><p>Prodaje se luksuzan i moderan stan koji se nalazi u prizemlju novoizgrađene stambene zgrade. Stan se prostire na 144 kvadratna metra (pomenuta površina se ne odnosi na terase), a sastoji se od dnevnog boravka kuhinje i trpezarije spojene u jednu cjelinu, četiri prostrane spavaće sobe, tri kupatila, servis sobe i ulaznog hola sa stepeništem. Iz dnevnog boravka i dvije od četiri spavaće sobe se izlazi se na prostrane terase s kojih se pruža predivan panoramski pogled na Sarajevo. Sama zgrada se izdvaja svojom modernom arhitekturom i vrhunskom kvalitetom materijala u izvođenju enterijera i eksterijera. Dobro termički izolovana zgrada manje troši energiju za grijanje zimi i za hlađenje ljeti, a boravak u njoj je ugodniji i kvalitetniji. Objektu također pripada ograđeno dvorište koje služi za potrebe svih stanara kao i igralište za djecu, te parking mjesto za svaku stambenu jedinicu.</p><p><br></p><p><br></p><h3>Napomena</h3><p>Navedena tražena cijena predstavlja traženu cijenu za predmetnu nekretninu definisanu posredničkim ugovorom. Vlasnik nekretnine zadržava pravo da u svakom trenutku do pismenog zaključenja Rezervacije, Predugovora, Ugovora o zakupu ili Ugovora o kupoprodaji nekretnine prihvati cijenu koja može biti niža, ista ili viša od tražene, ponuđenu od strane kupca/zakupca kojeg vlasnik odabere uz posredovanje agencije.</p><p><br></p><p><br></p><p><strong>Više informacija i termin za uvid u stanje nekretnine možete dobiti vlastiti na zahtjev.</strong></p><p><br></p><p><strong>﻿Kontakt telefon:</strong></p><p><strong>061 445 887</strong></p><p><strong>061 157 379</strong></p><p><br></p><h3>Web: <a href=""https://www.sarajevo-realestate.com/"">https://www.sarajevo-realestate.com/</a></h3><h3>e-mail: <a href=""https://olx.ba/artikal/51590178/bistrik-moderan-stan-78m2-prodaja"">info@sarajevo-realestate.com</a></h3><h3><a href=""https://www.facebook.com/NeiraNekretnine""><strong>Facebook</strong></a><strong>  </strong></h3><h3><a href=""https://www.instagram.com/sarajevorealty_n/""><strong>Instagram</strong></a></h3><h3><a href=""https://www.youtube.com/channel/UCIsS-x-3W0neInlHuP84pbA""><strong>YouTube</strong></a><strong>   </strong></h3><p><br></p><h4><em>Neira Babić</em> since 1996...</h4><p><br></p>"
45019494,https://olx.ba/artikal/45019494,MY SPACE/ Stan/ Lukavica/ NOVOGRADNJA/ NAMJESTEN/ 39 m2,175500.0,Istočno Sarajevo,Cara Dušana,39.0,2.0,2.0,,,2020+,Novogradnja,Stan,Namješten,Centralno (Kotlovnica),Parket,,Prodaja,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False,Ervin Hadžiefendić 01-01.1-489/22,,"<p><strong>""MY SPACE"" Nekretnine prodaju stan u Istočnom Sarajevu, naselje Lukavica, u ulici Cara Dušana.</strong></p><p>Stan je površine 39 m2 i nalazi se na II spratu stambene zgrade bez lifta. Po strukturi je dvosoban.</p><p>Sastoji se iz hodnika, dnevnog boravka sa trpezarijom, kuhinje, spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje u stanu je centralno kotlovnica. Stan se nalazi u novogradnji i prodaje se kompletno namješten.</p><p>Više informacija možete dobiti na linku: <a href="""">https://www.nekretnine-myspace.com/nekretnine/dvosoban-namjesten-stan-novogradnja-lukavica-39-m2-12754/</a></p><p>Cijena stana je <strong>175.500 KM</strong></p><p><strong>Sve informacije možete dobiti na slijedeće brojeve telefona:</strong></p><p><strong>+387 66 998 943</strong></p><p><strong>+387 62 772 006</strong></p><p><strong>+387 66 499 822</strong></p><p><a href=""""><strong>www.nekretnine-myspace.com</strong></a></p><p><br></p><p><strong>MY SPACE d.o.o.</strong></p><p><strong>Mis Irbina br.22</strong></p><p><strong>71000 Sarajevo</strong></p>"
45105844,https://olx.ba/artikal/45105844,ZA INVESTITORE Stambeni objekat u centru Tuzla,480000.0,Tuzla,Muharema Merdžića 23,480.0,5.0,3.0,4,,2020+,U izgradnji,Stan,Nenamješten,Centralno (gradsko),Parket,Jugoistok,Prodaja,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,,,"ELBA NEKRETNINE Lider na tržištu nekretnina!<br>Registarski broj posrednika: 85/2023<br>Kontakt: +387 62 472 008 <br>https://elba.ba/ l info@elba.ba<br> SUPER STAN EXPO Prvi balkanski sajam nekretnina!<br>Pogledajte najnovije ponude nekretnina na: <br>https://superstan.net/ l superstan@superstan.net <br><br>POGLEDATI VIDEO OBJEKTA:<br>https://youtu.be/GBOZY6VQ3qA<br><br>OPSI NEKRETNINE<br><br>Stambeno objekat URBAN u izgradnji, korisne stambene površine 480,53 m² sa kompletnom projektnom dokumentacijom i svim komunalnim priključcima. Sastoji se od; suterena, prizemlja sa garažom i tri sprata sa 8 stambenih jedinica, idealne kvadrature 35 - 81 m². Nalazi se u jednom od najpoželjnijih naselja, udaljen svega 300 metara od gradski sadržaja i južne saobraćajnice.<br><br>SUTEREN I PRIZEMLJE<br><br>Suteren i prizemlje Stambenog objekta URBAN je ukupne korisne površine 113,14 m² i objedinjeno je u moderno koncipirani dvoetažni stan površine 81,01 <br>m²<br><br>ETAŽA 1<br><br>Prva etaža Stambenog objekta URBAN je ukupne korisne površine 108,27 m² na kojoj su projektovana dva moderno koncipirana stana, idealne kvadrature i rasporeda; dvosoban stan površine 36,71 m² i dvosoban stan površine 49,10 m².<br><br>ETAŽA 2<br><br>Druga etaža Stambenog objekta URBAN je ukupne korisne površine 127,48 m² na kojoj su projektovana dva moderno koncipirana stana, idealne kvadrature i rasporeda; trosoban stan površine 48,17 m² i dvosoban stan površine 68,19 m².<br><br>ETAŽA 3<br><br>Treća etaža Stambenog objekta URBAN je ukupne korisne površine 131,64 m² na kojoj su projektovana tri moderno koncipirana stana, idealne kvadrature i rasporeda; dvosoban stan površine 38,63 m², dvosoban stan površine 52,54 m² i jednosoban stan Garsonjera površine 35,97 m².<br><br>Standard:<br><br>Stambeni objekat URBAN je visokog kvaliteta gradnje sa funkcionalno projektovanim stambenim prostorom. Pozicioniran je na veoma mirnoj lokaciji u obuhvatu koji je Prostornim planom grada Tuzla definisan kao zona individualnog stanovanja i okružen je stambenim objektima. Odlično je infrastrukturno povezan sa značajnim cjelinama u gradu i posjeduje sve komunalne priključke; Struja, Voda, Kanalizacija, Telefonski priključak, Internet, Kablovska TV, klima uređaj...<br><br>Lokacija:<br><br>Objekat se nalazi u prestižnom tuzlanskom naselju Goli Brijeg, na samo 5 minuta hoda od strogog centra Tuzle i ima odličan pogled na grad. Pozicioniran je u ulici Muharema Merdžića, u kojoj je nedavno urađena kompletna infrastruktura (Centralno gradsko grijanje i asfalt). Do ove nekretnine moguće je doći iz bilo kojeg pravca grada, bilo da idete kroz Mosnik i Gornje Brdo ili od Mercator Centra pa kroz naselje Kula…U neposrednoj blizini nalaze se svi bitniji gradski sadržaji: zgrada Avaz Robot Tuzla, glavna zgrada MUP, Narodno pozorište Tuzla, Šetalište Korzo itd…Ovo je idealno mjesto za ljude koji žele da žive u gradu, a da u isto vrijeme uživaju u čistom zraku i mirnom porodičnom životu. <br>Društvene mreže - oficijelne stranice:<br>https://www.facebook.co/ellbanekretnine/    <br>https://www.instagram.com/ellbanekretnine/     <br>"
